"site_id","building_id","primary_use","square_feet","floor_count","row_id","year_built","latent_y","latent_s","latent_r"
13,1193,Office,106511,1,1194,1966,34,5.0273943,4
6,754,Office,41337,1,755,1986,14,4.6163387,4
3,503,Other,10762,1,504,2011,11,4.031893,3
14,1286,Healthcare,205472,1,1287,2016,16,5.3127527,4
13,1114,Other,64810,1,1115,1993,7,4.811642,4
5,721,Education,121471,3,722,1973,27,4.607348,4
13,1211,Office,94988,1,1212,1969,31,4.977669,4
15,1447,Residential,29775,1,1448,2008,8,4.4738517,4
13,1165,Office,28991,1,1166,1997,3,4.462263,4
3,484,Community,18000,1,485,2015,15,4.2552724,3
5,707,Education,11270,1,708,1983,17,4.0519238,4
3,349,Community,45098,1,350,2007,7,4.654157,3
5,731,Education,29149,2,732,1926,74,4.163579,4
13,1074,Office,89858,1,1075,1990,10,4.9535565,4
2,236,Entertainment,144086,1,237,1996,4,5.158622,3
14,1307,Residential,66013,1,1308,1974,26,4.8196297,4
15,1384,Education,56969,1,1385,1974,26,4.7556386,4
0,90,Residential,59200,1,91,2006,6,4.7723217,2
13,1095,Education,32256,1,1096,2008,8,4.5086107,4
13,1100,Residential,174924,1,1101,1972,28,5.2428493,4
3,354,Education,77500,1,355,1992,8,4.889302,3
1,130,Residential,62893,16,131,1967,33,3.5943925,2
3,298,Entertainment,39541,1,299,1979,21,4.597048,3
15,1402,Residential,133594,1,1403,1968,32,5.125787,4
3,301,Community,51176,1,302,2014,14,4.7090664,3
5,672,Industrial,6329,2,673,1926,74,3.5002365,4
8,838,Community,18414,1,839,2013,13,4.265148,4
9,940,Residential,8079,1,941,1971,29,3.9073577,4
14,1315,Entertainment,82789,1,1316,1968,32,4.9179726,4
5,683,Office,4650,2,684,1983,17,3.366423,4
13,1127,Office,87131,1,1128,2013,13,4.9401727,4
15,1436,Industrial,11302,1,1437,1944,56,4.0531554,4
3,536,Entertainment,1962,1,537,1978,22,3.292699,3
14,1308,Residential,62279,1,1309,1968,32,4.7943416,4
2,241,Entertainment,51999,1,242,1981,19,4.715995,3
4,590,Education,8516,2,591,1927,73,3.6292057,3
14,1269,Healthcare,56388,1,1270,2000,0,4.751187,4
3,399,Education,180000,1,400,1946,54,5.2552724,3
13,1187,Office,121714,1,1188,2017,17,5.0853405,4
15,1387,Office,187041,1,1388,1980,20,5.271937,4
14,1260,Office,86455,1,1261,2022,22,4.93679,4
2,166,Residential,553210,1,167,2016,16,5.74289,3
0,29,Education,113866,1,30,2013,13,5.056394,1
9,874,Office,181805,1,875,1966,34,5.259606,4
14,1259,Education,71088,1,1260,1981,19,4.851796,4
14,1303,Healthcare,200000,1,1304,1974,26,5.30103,4
15,1346,Education,34875,1,1347,2000,0,4.5425143,4
12,1059,Entertainment,116186,1,1060,1978,22,5.0651536,4
13,1143,Office,96612,1,1144,1997,3,4.985031,4
3,400,Community,19315,1,401,1989,11,4.285895,3
1,117,Education,15489,4,118,2011,11,3.5879354,2
5,709,Education,23067,2,710,1983,17,4.061942,4
3,310,Community,22000,1,311,1993,7,4.3424225,3
8,868,Community,60000,1,869,1997,3,4.778151,4
8,813,Community,5630,1,814,1972,28,3.7505083,4
1,144,Office,57673,5,145,2021,21,4.06198,2
12,1067,Education,125701,1,1068,1995,5,5.0993385,4
13,1085,Education,58377,1,1086,1967,33,4.7662416,4
3,372,Education,49100,1,373,1918,82,4.6910815,3
13,1217,Education,73044,1,1218,2010,10,4.8635845,4
3,450,Education,116872,1,451,1938,62,5.0677104,3
14,1251,Education,104604,1,1252,1984,16,5.0195484,4
3,476,Entertainment,1102,1,477,1974,26,3.0421815,3
14,1318,Entertainment,73488,1,1319,1993,7,4.8662167,4
0,58,Residential,83379,1,59,2020,20,4.9210567,2
3,489,Education,85039,1,490,1932,68,4.9296184,3
2,216,Education,137065,1,217,1971,29,5.1369267,3
14,1298,Education,171084,1,1299,2000,0,5.2332096,4
3,306,Education,51500,1,307,1938,62,4.7118073,3
3,374,Residential,350000,1,375,1956,44,5.544068,3
0,40,Entertainment,26944,1,41,2008,8,4.430462,2
1,110,Education,27814,8,111,2013,13,3.5410798,2
2,212,Education,327256,1,213,2019,19,5.514888,3
5,685,Office,270034,5,686,1983,17,4.732442,4
3,344,Education,77500,1,345,1949,51,4.889302,3
2,249,Entertainment,179449,1,250,1983,17,5.253941,3
15,1336,Office,31053,1,1337,1922,78,4.4921036,4
5,679,Community,43400,3,680,1983,17,4.1603484,4
13,1206,Office,99946,1,1207,1995,5,4.9997654,4
3,389,Education,57165,1,390,2021,21,4.75713,3
3,362,Community,21368,1,363,1998,2,4.329764,3
13,1196,Entertainment,57201,1,1197,1973,27,4.757404,4
0,56,Residential,60088,1,57,2020,20,4.7787876,2
9,888,Entertainment,137522,1,889,1972,28,5.138372,4
13,1151,Office,267536,1,1152,2016,16,5.427382,4
14,1310,Residential,57274,1,1311,2022,22,4.7579575,4
2,256,Education,16744,1,257,2003,3,4.2238593,3
15,1355,Education,50567,1,1356,2003,3,4.703867,4
2,204,Residential,30949,1,205,1958,42,4.490647,3
3,550,Community,16000,1,551,2021,21,4.20412,3
3,425,Warehouse,202829,1,426,1990,10,5.30713,3
8,812,Entertainment,9894,1,813,1993,7,3.9953718,4
3,332,Education,90400,1,333,1975,25,4.9561687,3
0,93,Office,33370,1,94,1989,11,4.5233564,2
9,991,Education,57811,1,992,2000,0,4.7620106,4
12,1046,Education,201350,1,1047,1999,1,5.3039517,4
0,81,Other,3025,1,82,1986,14,3.4807253,2
9,946,Education,177216,1,947,1991,9,5.2485027,4
8,846,Entertainment,481,1,847,1976,24,2.682145,4
9,921,Entertainment,262162,1,922,2007,7,5.4185696,4
14,1313,Healthcare,68637,1,1314,2020,20,4.8365583,4
3,412,Education,110000,1,413,2017,17,5.041393,3
13,1121,Education,85732,1,1122,1967,33,4.933143,4
15,1427,Education,180625,1,1428,1940,60,5.256778,4
15,1332,Education,47398,1,1333,1919,81,4.67576,4
14,1241,Healthcare,194188,1,1242,1973,27,5.2882223,4
3,377,Community,12506,1,378,1983,17,4.0971184,3
14,1304,Office,91363,1,1305,1974,26,4.96077,4
10,1016,Other,10103,1,1017,1974,26,4.0044503,4
3,346,Entertainment,17709,1,347,1970,30,4.248194,3
14,1243,Healthcare,237704,1,1244,2010,10,5.3760366,4
1,119,Education,91149,7,120,2014,14,4.1146445,2
13,1164,Office,249457,1,1165,1981,19,5.3969955,4
3,333,Education,59900,1,334,1969,31,4.7774267,3
0,43,Retail,59071,1,44,1987,13,4.771374,2
13,1221,Office,29062,1,1222,2015,15,4.4633255,4
8,853,Entertainment,26495,1,854,1997,3,4.423164,4
0,2,Education,5376,1,3,1998,2,3.7304592,0
9,894,Education,101555,1,895,2018,18,5.0067015,4
7,801,Education,484376,5,802,1959,41,4.986212,4
9,906,Residential,39649,1,907,2008,8,4.5982323,4
6,746,Office,17879,1,747,2009,9,4.252343,4
14,1239,Office,31300,1,1240,1999,1,4.4955444,4
0,70,Parking,387638,1,71,2014,14,5.588426,2
3,542,Education,66900,1,543,1976,24,4.825426,3
13,1173,Industrial,13091,1,1174,2003,3,4.116973,4
14,1288,Education,164206,1,1289,1989,11,5.2153893,4
5,677,Community,7072,2,678,1926,74,3.5485122,4
5,690,Office,19429,2,691,1952,48,3.9873981,4
9,898,Community,64749,1,899,2016,16,4.811233,4
9,883,Education,399331,1,884,2022,22,5.601333,4
3,510,Community,4581,1,511,1987,13,3.6609602,3
2,211,Education,48411,1,212,2007,7,4.684944,3
5,665,Entertainment,8773,1,666,1973,27,3.9431481,4
2,245,Education,88486,1,246,2004,4,4.9468746,3
9,880,Education,157723,1,881,1984,16,5.197895,4
3,351,Education,58908,1,352,1917,83,4.7701745,3
2,228,Residential,49108,1,229,1958,42,4.691152,3
15,1386,Entertainment,82035,1,1387,1982,18,4.913999,4
10,1020,Entertainment,22101,2,1021,2021,21,4.043362,4
15,1349,Industrial,7919,1,1350,1977,23,3.8986704,4
15,1371,Community,50577,1,1372,1963,37,4.7039533,4
4,638,Education,7900,4,639,1930,70,3.295567,4
4,628,Education,40706,3,629,1965,35,4.132516,3
15,1367,Education,33695,1,1368,1955,45,4.5275655,4
3,404,Community,5783,1,405,1991,9,3.7621531,3
0,48,Other,9569,1,49,1996,4,3.9808667,2
5,727,Education,139113,3,728,1983,17,4.6662464,4
13,1202,Office,16805,1,1203,1984,16,4.2254386,4
13,1090,Office,305047,1,1091,2006,6,5.484367,4
13,1082,Office,57394,1,1083,1994,6,4.7588663,4
9,917,Education,237702,1,918,2005,5,5.376033,4
6,787,Residential,278795,1,788,2017,17,5.445285,4
0,89,Retail,161755,1,90,2003,3,5.2088575,2
3,296,Community,22000,1,297,2002,2,4.3424225,3
15,1418,Residential,41302,1,1419,1982,18,4.615971,4
5,697,Education,18697,2,698,1926,74,3.9707186,4
13,1154,Residential,262156,1,1155,2002,2,5.41856,4
15,1351,Office,40611,1,1352,2006,6,4.6086435,4
9,958,Entertainment,234819,1,959,2020,20,5.3707333,4
3,446,Community,43992,1,447,2017,17,4.6433735,3
13,1117,Office,111424,1,1118,1994,6,5.046979,4
3,456,Community,14125,1,457,1985,15,4.1499887,3
9,971,Residential,301307,1,972,2013,13,5.479009,4
3,454,Community,16576,1,455,1939,61,4.2194796,3
3,352,Education,144900,1,353,1995,5,5.1610684,3
2,198,Office,163959,1,199,2011,11,5.214735,3
3,378,Community,35241,1,379,1985,15,4.547048,3
3,516,Community,9000,1,517,1997,3,3.9542425,3
15,1446,Entertainment,11265,1,1447,2004,4,4.051731,4
2,234,Education,179167,1,235,1978,22,5.253258,3
0,67,Residential,24456,1,68,1975,25,4.3883853,2
13,1179,Entertainment,143228,1,1180,1981,19,5.156028,4
13,1123,Office,92994,1,1124,1994,6,4.968455,4
13,1158,Community,294812,1,1159,1967,33,5.4695454,4
14,1248,Office,78002,1,1249,2006,6,4.8921056,4
6,771,Residential,82911,1,772,2018,18,4.918612,4
15,1401,Residential,168791,1,1402,1953,47,5.2273493,4
0,69,Parking,387638,1,70,2007,7,5.588426,2
3,561,Office,295000,1,562,1997,3,5.469822,3
6,751,Office,37485,1,752,1967,33,4.5738573,4
0,1,Education,2720,1,2,2011,11,3.434569,0
13,1182,Warehouse,66585,1,1183,2019,19,4.823376,4
3,544,Community,110800,1,545,1979,21,5.04454,3
4,588,Education,21866,4,589,1918,82,3.7376697,3
9,966,Education,393530,1,967,2006,6,5.594978,4
3,548,Healthcare,9813,1,549,2017,17,3.9918017,3
3,435,Office,29916,1,436,2009,9,4.4759035,3
13,1174,Other,27648,1,1175,1980,20,4.4416637,4
10,1001,Other,4482,1,1002,2003,3,3.6514719,4
1,127,Residential,27071,6,128,2013,13,3.6542728,2
9,909,Entertainment,66121,1,910,2006,6,4.820339,4
11,1030,Education,68030,1,1031,1999,1,4.8327003,4
0,13,Education,99380,1,14,2007,7,4.997299,1
1,133,Residential,64723,8,134,1967,33,3.9079485,2
4,641,Education,109588,8,642,2001,1,4.136657,4
9,937,Residential,10346,1,938,2004,4,4.0147724,4
6,749,Residential,35936,1,750,2014,14,4.5555296,4
0,85,Residential,37241,1,86,1988,12,4.5710216,2
0,71,Parking,387638,1,72,2005,5,5.588426,2
13,1186,Residential,157070,1,1187,1986,14,5.196093,4
2,257,Education,75650,1,258,2008,8,4.878809,3
3,564,Community,89315,1,565,2023,23,4.9509244,3
5,718,Education,25866,2,719,1926,74,4.111699,4
1,141,Office,44789,5,142,1926,74,3.9521625,2
12,1035,Office,14585,1,1036,2012,12,4.1639066,4
9,995,Education,46230,1,996,1988,12,4.6649237,4
8,823,Community,35253,1,824,1995,5,4.547196,4
6,759,Residential,48519,1,760,1989,11,4.6859117,4
9,955,Education,198488,1,956,2004,4,5.2977343,4
3,487,Education,66600,1,488,1966,34,4.8234744,3
2,225,Residential,216526,1,226,1974,26,5.3355103,3
14,1262,Office,65000,1,1263,2013,13,4.8129134,4
9,916,Education,51778,1,917,1993,7,4.714145,4
0,74,Parking,387638,1,75,2004,4,5.588426,2
0,50,Other,4698,1,51,1988,12,3.671913,2
3,524,Community,134114,1,525,1994,6,5.1274743,3
9,962,Community,492898,1,963,2016,16,5.692757,4
3,515,Education,63900,1,516,1928,72,4.805501,3
10,1000,Education,121146,2,1001,1966,34,4.782279,4
3,343,Community,22000,1,344,1994,6,4.3424225,3
8,817,Entertainment,984,1,818,1986,14,2.992995,4
10,1007,Office,41933,2,1008,2016,16,4.3215156,4
15,1352,Office,42755,1,1353,1998,2,4.6309867,4
15,1425,Utility,4071,1,1426,1997,3,3.6097012,4
13,1073,Office,194111,1,1074,2010,10,5.28805,4
0,36,Residential,53130,1,37,2009,9,4.72534,2
13,1096,Parking,83772,1,1097,2015,15,4.923099,4
14,1268,Office,43007,1,1269,2008,8,4.633539,4
13,1118,Services,26926,1,1119,1986,14,4.430172,4
2,285,Utility,21958,1,286,1983,17,4.341593,3
5,717,Education,28826,2,718,1983,17,4.1587543,4
12,1055,Education,86714,4,1056,2002,2,4.336019,4
0,45,Retail,15304,1,46,2023,23,4.184805,2
15,1413,Residential,65999,1,1414,1982,18,4.819537,4
8,840,Other,41861,1,841,1992,8,4.6218095,4
8,814,Community,4371,1,815,2019,19,3.640581,4
4,650,Education,75228,4,651,2000,0,4.2743196,4
6,768,Education,75929,1,769,1990,10,4.880408,4
3,553,Education,37800,1,554,1994,6,4.5774918,3
3,530,Community,144000,1,531,1980,20,5.1583624,3
14,1235,Community,278369,1,1236,2012,12,5.444621,4
2,250,Education,131710,1,251,1998,2,5.119619,3
13,1088,Education,287594,1,1089,2020,20,5.45878,4
15,1342,Education,116854,1,1343,1985,15,5.0676436,4
14,1233,Education,43143,1,1234,2021,21,4.63491,4
15,1382,Community,243072,1,1383,1972,28,5.385735,4
2,168,Education,183460,1,169,2012,12,5.263541,3
4,627,Education,56637,5,628,1960,40,4.054115,3
15,1341,Education,18342,1,1342,1967,33,4.263447,4
3,549,Community,12754,1,550,1975,25,4.1056466,3
4,589,Education,305268,8,590,1959,41,4.5815854,3
9,961,Education,155882,1,962,1992,8,5.1927958,4
15,1421,Education,47934,1,1422,2011,11,4.6806436,4
2,160,Entertainment,15786,1,161,2019,19,4.198272,3
13,1086,Office,143973,1,1087,1977,23,5.158281,4
13,1168,Office,577101,1,1169,2010,10,5.761252,4
9,875,Residential,177708,1,876,2015,15,5.2497067,4
0,88,Entertainment,76527,1,89,2014,14,4.883815,2
15,1366,Office,87977,1,1367,1954,46,4.9443693,4
3,526,Community,7636,1,527,1979,21,3.882866,3
2,287,Office,33713,1,288,1963,37,4.527797,3
5,662,Entertainment,12777,2,663,1983,17,3.8053648,4
4,569,Education,86091,8,570,1971,29,4.0318527,3
3,512,Residential,5000,1,513,2017,17,3.69897,3
14,1323,Office,87200,1,1324,2021,21,4.9405165,4
3,307,Community,10873,1,308,1975,25,4.0363493,3
0,17,Office,15250,1,18,1987,13,4.18327,1
10,998,Education,173479,1,999,1996,4,5.239247,4
0,54,Education,7867,1,55,2018,18,3.8958092,2
11,1028,Education,81390,1,1029,2020,20,4.910571,4
4,617,Education,182943,11,618,1970,30,4.220918,3
1,116,Education,37265,5,117,1977,23,3.8723311,2
13,1137,Office,27452,1,1138,2023,23,4.438574,4
13,1208,Healthcare,121585,1,1209,1978,22,5.08488,4
3,491,Education,66600,1,492,1977,23,4.8234744,3
3,366,Community,9941,1,367,1970,30,3.99743,3
