"site_id","building_id","primary_use","square_feet","floor_count","row_id","year_built","latent_y","latent_s","latent_r"
3,519,Community,461647,1,520,1983,17,5.66431,3
3,529,Community,14519,1,530,1915,85,4.1619368,3
3,546,Community,400000,1,547,1978,22,5.60206,3
3,552,Community,20110,1,553,1943,57,4.303412,3
15,1376,Community,240026,1,1377,1967,33,5.380258,4
15,1442,Community,99541,1,1443,2000,0,4.998002,4
10,1025,Residential,52034,2,1026,2003,3,4.4152575,4
10,1027,Residential,35465,2,1028,2005,5,4.248758,4
1,128,Residential,102774,7,129,1963,37,4.1667852,2
1,131,Residential,66661,7,132,1937,63,3.9787738,2
4,581,Residential,23012,3,582,1937,63,3.8847954,3
4,614,Residential,185200,8,615,1937,63,4.364551,3
4,647,Residential,86959,5,648,1949,51,4.2403245,4
9,878,Residential,41241,1,879,1975,25,4.6153293,4
9,905,Residential,39648,1,906,1987,13,4.5982213,4
9,932,Residential,233937,1,933,2013,13,5.369099,4
9,941,Residential,8079,1,942,1974,26,3.9073577,4
9,949,Residential,86786,1,950,2016,16,4.93845,4
3,541,Residential,2582,1,542,2002,2,3.4119563,3
9,963,Residential,44784,1,964,1993,7,4.651123,4
9,965,Residential,45086,1,966,2010,10,4.654042,4
13,1124,Residential,153299,1,1125,1996,4,5.1855392,4
15,1419,Residential,40629,1,1420,1982,18,4.608836,4
0,35,Residential,41617,1,36,2009,9,4.619271,2
0,57,Residential,65359,1,58,2020,20,4.815305,2
0,61,Residential,38686,1,62,2008,8,4.587554,2
0,62,Residential,42731,1,63,2008,8,4.630743,2
0,64,Residential,53130,1,65,2008,8,4.72534,2
0,77,Residential,24456,1,78,1975,25,4.3883853,2
0,96,Residential,200933,1,97,2013,13,5.3030515,2
0,97,Residential,187647,1,98,2014,14,5.2733417,2
2,202,Residential,74682,1,203,2013,13,4.873216,3
3,449,Residential,18340,1,450,1907,93,4.263399,3
15,1398,Residential,20291,1,1399,1932,68,4.3073034,4
15,1399,Residential,166814,1,1400,1936,64,5.2222323,4
15,1404,Residential,169290,1,1405,2013,13,5.2286315,4
15,1412,Residential,39538,1,1413,1960,40,4.597015,4
15,1415,Residential,40492,1,1416,1982,18,4.6073694,4
15,1416,Residential,41236,1,1417,1982,18,4.6152763,4
15,1417,Residential,40451,1,1418,1982,18,4.6069293,4
15,1440,Residential,150294,1,1441,1994,6,5.176942,4
8,822,Entertainment,366,1,823,1970,30,2.563481,4
8,843,Entertainment,5380,1,844,1993,7,3.7307823,4
10,1002,Entertainment,161969,1,1003,2023,23,5.209432,4
10,1021,Entertainment,213762,2,1022,1988,12,5.0289006,4
4,567,Entertainment,82670,4,568,2023,23,4.3152776,3
4,602,Entertainment,238065,6,603,1940,60,4.598539,3
4,608,Entertainment,124197,3,609,1934,66,4.6169896,3
4,613,Entertainment,1305,1,614,2002,2,3.1156106,3
5,658,Entertainment,31075,2,659,1983,17,4.191367,4
5,661,Entertainment,7427,2,662,1983,17,3.569725,4
5,663,Entertainment,57189,2,664,1983,17,4.456275,4
5,664,Entertainment,49492,2,665,1983,17,4.393505,4
5,667,Entertainment,15715,2,668,1973,27,3.8952568,4
5,669,Entertainment,4768,1,670,1983,17,3.6783361,4
5,743,Entertainment,12185,2,744,1983,17,3.78476,4
5,744,Entertainment,48642,5,745,1926,74,3.9880235,4
9,907,Entertainment,44564,1,908,1970,30,4.648984,4
9,934,Entertainment,170607,1,935,1985,15,5.231997,4
13,1218,Entertainment,268480,1,1219,2021,21,5.428912,4
2,268,Entertainment,77844,1,269,1987,13,4.8912253,3
3,294,Entertainment,14913,1,295,2001,1,4.173565,3
3,309,Entertainment,2067,1,310,2002,2,3.3153405,3
9,948,Entertainment,20372,1,949,2014,14,4.309034,4
9,950,Entertainment,16052,1,951,1973,27,4.205529,4
3,367,Entertainment,20584,1,368,2023,23,4.31353,3
3,381,Entertainment,1858,1,382,2021,21,3.2690456,3
3,401,Entertainment,12660,1,402,2015,15,4.1024337,3
3,414,Entertainment,36387,1,415,2015,15,4.5609465,3
3,421,Entertainment,11274,1,422,1966,34,4.0520782,3
3,423,Entertainment,969,1,424,2014,14,2.9863238,3
3,437,Entertainment,11651,1,438,1971,29,4.0663633,3
3,458,Entertainment,4589,1,459,2019,19,3.6617181,3
9,953,Entertainment,563782,1,954,1991,9,5.751111,4
3,523,Entertainment,9726,1,524,1987,13,3.9879344,3
3,532,Entertainment,7133,1,533,1967,33,3.8532722,3
3,539,Entertainment,1473,1,540,2016,16,3.1682026,3
9,967,Entertainment,119262,1,968,2020,20,5.0765023,4
9,980,Entertainment,34819,1,981,2004,4,4.541816,4
6,778,Entertainment,108339,1,779,1973,27,5.034785,4
13,1147,Entertainment,234476,1,1148,1992,8,5.3700986,4
2,227,Entertainment,17132,1,228,1925,75,4.233808,3
2,262,Entertainment,20804,1,263,2006,6,4.3181467,3
2,280,Entertainment,105505,1,281,2015,15,5.023273,3
2,288,Entertainment,10733,1,289,2012,12,4.030721,3
3,337,Entertainment,22334,1,338,1984,16,4.3489666,3
3,338,Entertainment,23803,1,339,1976,24,4.3766317,3
3,394,Entertainment,3545,1,395,2007,7,3.5496163,3
3,459,Entertainment,36744,1,460,2011,11,4.5651865,3
15,1390,Entertainment,93608,1,1391,1958,42,4.971313,4
15,1392,Entertainment,76153,1,1393,1970,30,4.881687,4
15,1426,Entertainment,15450,1,1427,1955,45,4.1889286,4
1,108,Education,81580,5,109,1920,80,4.2126136,2
1,109,Education,56995,6,110,1960,40,3.9776778,2
1,111,Education,118338,7,112,1916,84,4.228015,2
1,115,Education,129716,6,116,1975,25,4.3348355,2
1,120,Education,68211,7,121,1983,17,3.9887373,2
1,125,Education,16802,6,126,2002,2,3.447158,2
1,147,Office,82548,7,148,1984,16,4.0715876,2
1,148,Office,174601,12,149,1967,33,4.162863,2
1,149,Office,81881,8,150,1967,33,4.010088,2
1,150,Office,65657,8,151,1962,38,3.9141843,2
1,152,Office,10301,2,153,1977,23,3.7118073,2
1,155,Office,51688,8,156,1937,63,3.8102996,2
4,568,Education,14150,2,569,1981,19,3.8497264,3
4,570,Education,193202,10,571,1971,29,4.286007,3
4,582,Education,14542,4,583,1927,73,3.5605044,3
4,653,Education,420885,8,654,1937,63,4.7210684,4
4,654,Education,43910,5,655,1919,81,3.9435935,4
4,655,Education,222434,11,656,1971,29,4.305803,4
5,657,Education,109071,3,658,1973,27,4.560588,4
5,670,Healthcare,18471,1,671,1973,27,4.2664905,4
5,684,Office,152471,3,685,1926,74,4.7060604,4
5,686,Office,12206,2,687,1983,17,3.7855434,4
5,687,Office,36221,4,688,1983,17,3.9568884,4
5,689,Office,11442,1,690,1983,17,4.0585017,4
5,692,Office,7416,2,693,1983,17,3.5691397,4
5,693,Office,57436,3,694,1983,17,4.2820554,4
5,694,Education,30613,4,695,1983,17,3.8838317,4
5,710,Education,12088,4,711,1926,74,3.4802945,4
5,711,Education,15414,1,712,1983,17,4.1879153,4
5,719,Education,28363,2,720,1926,74,4.1517067,4
5,723,Education,160038,4,724,1973,27,4.6021576,4
5,734,Education,28191,1,735,1926,74,4.4501104,4
5,736,Education,94658,3,737,1983,17,4.499027,4
5,739,Education,137046,2,740,1973,27,4.8358364,4
5,741,Education,14025,1,742,1973,27,4.146903,4
7,794,Education,731945,11,795,1976,24,4.823083,4
7,796,Education,226042,2,797,1972,28,5.053159,4
7,798,Education,409028,21,799,1977,23,4.289522,4
14,1244,Community,95526,1,1245,2016,16,4.9801216,4
14,1236,Office,61756,1,1237,1984,16,4.790679,4
2,238,Office,45017,1,239,2012,12,4.6533766,3
9,876,Education,55240,1,877,1967,33,4.742254,4
9,889,Education,126077,1,890,1991,9,5.100636,4
9,890,Education,202937,1,891,1984,16,5.307361,4
9,892,Services,481999,1,893,2015,15,5.6830463,4
9,891,Education,50846,1,892,2022,22,4.706257,4
2,174,Education,90900,1,175,2021,21,4.958564,3
2,261,Education,89770,1,262,1998,2,4.953131,3
2,266,Education,30543,1,267,1978,22,4.484912,3
2,270,Office,29778,1,271,1982,18,4.4738955,3
2,278,Office,148101,1,279,1974,26,5.170558,3
9,997,Office,38173,1,998,1983,17,4.581756,4
11,1029,Education,152559,1,1030,2000,0,5.183438,4
6,767,Office,70042,1,768,1982,18,4.8453584,4
6,780,Education,120836,1,781,1988,12,5.082196,4
6,786,Education,257000,1,787,2020,20,5.409933,4
12,1056,Education,72958,1,1057,2000,0,4.863073,4
12,1061,Retail,44218,1,1062,1998,2,4.645599,4
12,1063,Education,58157,1,1064,1980,20,4.764602,4
12,1066,Education,55800,1,1067,1976,24,4.746634,4
1,106,Education,5374,4,107,2013,13,3.128076,2
8,861,Other,4276,1,862,1972,28,3.6310377,4
4,604,Education,8463,3,605,1978,22,3.450403,3
10,1004,Education,74886,2,1005,1980,20,4.5733705,4
10,1006,Office,26948,1,1007,1986,14,4.4305267,4
12,1068,Education,112956,1,1069,1992,8,5.0529094,4
13,1072,Healthcare,305000,1,1073,1983,17,5.4842997,4
13,1106,Office,92099,1,1107,1987,13,4.964255,4
13,1108,Parking,679614,1,1109,1975,25,5.8322625,4
13,1109,Office,102191,1,1110,1999,1,5.009413,4
13,1111,Office,67839,1,1112,2001,1,4.8314795,4
13,1112,Office,190471,1,1113,1971,29,5.279829,4
13,1113,Office,33401,1,1114,1979,21,4.5237594,4
13,1105,Restaurant,33215,1,1106,2017,17,4.521334,4
13,1152,Office,118858,1,1153,2023,23,5.0750284,4
13,1103,Other,23903,1,1104,2021,21,4.3784523,4
10,1009,Education,21892,2,1010,1988,12,4.0392556,4
10,1013,Education,67377,3,1014,2012,12,4.3513904,4
10,1018,Education,186840,2,1019,2004,4,4.97044,4
10,1022,Education,84346,2,1023,2000,0,4.6250343,4
12,1039,Education,30171,3,1040,2021,21,4.0024686,4
12,1051,Education,28406,1,1052,2014,14,4.45341,4
4,595,Education,270413,14,596,1978,22,4.285895,3
4,596,Education,18474,4,597,1930,70,3.664454,3
4,599,Education,25996,4,600,1961,39,3.8128464,3
4,611,Education,128126,7,612,1973,27,4.262522,3
4,612,Education,77055,4,613,1924,76,4.2847238,3
4,618,Education,148032,5,619,1931,69,4.4713798,3
4,619,Education,68146,6,620,1955,45,4.0552635,3
4,622,Education,123612,7,623,1968,32,4.2469416,3
4,631,Education,23533,3,632,1913,87,3.8945377,3
4,634,Education,4000,4,635,1917,83,3.0,4
4,635,Education,7122,3,636,1916,84,3.3754807,4
4,637,Education,4189,3,638,1936,64,3.1448853,4
4,643,Education,110919,6,644,1948,52,4.266843,4
4,645,Education,304333,12,646,2013,13,4.404166,4
4,649,Education,116121,10,650,2003,3,4.064907,4
5,699,Education,93764,3,700,1952,48,4.4949055,4
5,701,Education,128682,4,702,1973,27,4.507451,4
5,702,Education,24251,2,703,1973,27,4.0836816,4
5,704,Education,17050,1,705,1973,27,4.2317243,4
5,705,Education,23605,1,706,1983,17,4.373004,4
5,708,Education,102429,4,709,1952,48,4.4083586,4
2,194,Office,155682,1,195,1970,30,5.1922383,3
9,893,Education,47191,1,894,1975,25,4.673859,4
9,895,Education,55087,1,896,1986,14,4.7410493,4
9,896,Education,245637,1,897,1985,15,5.3902936,4
9,900,Education,111623,1,901,1973,27,5.047754,4
9,901,Education,107730,1,902,2018,18,5.0323367,4
9,910,Office,60096,1,911,2014,14,4.778846,4
9,914,Education,229973,1,915,1998,2,5.3616767,4
9,915,Education,205141,1,916,1985,15,5.3120522,4
9,918,Education,60621,1,919,1969,31,4.7826233,4
9,919,Education,31233,1,920,2016,16,4.4946136,4
9,926,Education,26033,1,927,1976,24,4.415524,4
9,929,Education,199628,1,930,2012,12,5.3002214,4
9,931,Education,216050,1,932,1978,22,5.334554,4
9,933,Office,8525,1,934,1971,29,3.9306943,4
3,363,Education,69300,1,364,2022,22,4.840733,3
3,313,Education,103800,1,314,2020,20,5.016197,3
3,330,Education,65000,1,331,1976,24,4.8129134,3
9,944,Services,389641,1,945,1967,33,5.590665,4
9,947,Education,91629,1,948,1995,5,4.962033,4
3,317,Office,16098,1,318,2022,22,4.206772,3
3,339,Education,71100,1,340,2021,21,4.8518696,3
3,358,Education,77700,1,359,1966,34,4.890421,3
3,364,Education,83800,1,365,2007,7,4.923244,3
3,391,Education,87107,1,392,2023,23,4.940053,3
3,398,Education,62200,1,399,2009,9,4.7937903,3
9,952,Education,218024,1,953,2016,16,5.3385043,4
13,1080,Education,207115,1,1081,1978,22,5.3162117,4
13,1083,Education,100813,1,1084,1992,8,5.0035167,4
13,1084,Office,122922,1,1085,1984,16,5.0896297,4
13,1092,Office,105167,1,1093,1986,14,5.0218797,4
13,1093,Office,47578,1,1094,1975,25,4.6774063,4
13,1097,Office,157545,1,1098,1985,15,5.197405,4
13,1156,Education,259989,1,1157,1978,22,5.414955,4
13,1157,Education,37107,1,1158,2002,2,4.5694556,4
13,1159,Office,671507,1,1160,2011,11,5.8270507,4
13,1160,Office,80205,1,1161,1972,28,4.9042015,4
13,1162,Office,72958,1,1163,1986,14,4.863073,4
13,1177,Office,20444,1,1178,1972,28,4.310566,4
3,492,Education,193800,1,493,1979,21,5.287354,3
3,501,Education,66404,1,502,2004,4,4.822194,3
3,506,Other,34400,1,507,1966,34,4.5365586,3
3,508,Other,112283,1,509,1975,25,5.050314,3
3,509,Other,10578,1,510,2015,15,4.0244036,3
3,547,Healthcare,23903,1,548,1979,21,4.3784523,3
3,555,Education,22400,1,556,1997,3,4.350248,3
9,954,Education,305224,1,955,2016,16,5.4846187,4
9,957,Education,111195,1,958,1970,30,5.0460854,4
9,959,Education,128536,1,960,2006,6,5.109025,4
9,973,Office,193960,1,974,2019,19,5.287712,4
9,974,Education,186572,1,975,1981,19,5.2708464,4
9,981,Education,167055,1,982,1968,32,5.2228594,4
9,982,Services,373416,1,983,1996,4,5.572193,4
9,990,Office,82939,1,991,2016,16,4.918759,4
9,992,Office,51483,1,993,1988,12,4.7116637,4
9,993,Education,428647,1,994,2014,14,5.6320996,4
12,1033,Education,118489,1,1034,2002,2,5.073678,4
12,1036,Office,54207,1,1037,1974,26,4.7340555,4
12,1037,Education,8805,1,1038,1988,12,3.9447293,4
12,1042,Office,29547,1,1043,1994,6,4.4705133,4
12,1043,Office,27889,1,1044,2006,6,4.445433,4
12,1048,Education,275610,1,1049,1966,34,5.4402947,4
9,977,Office,8837,1,978,2022,22,3.9463048,4
6,750,Education,35990,1,751,1976,24,4.556182,4
6,753,Education,39558,1,754,2011,11,4.5972342,4
6,760,Office,49990,1,761,1982,18,4.698883,4
6,764,Education,58307,1,765,1998,2,4.765721,4
6,766,Office,64818,1,767,2002,2,4.8116956,4
13,1122,Office,84365,1,1123,1971,29,4.9261622,4
13,1125,Parking,271492,1,1126,1983,17,5.433757,4
13,1131,Office,25463,1,1132,1992,8,4.4059095,4
13,1132,Office,103926,1,1133,2013,13,5.016724,4
13,1134,Office,152946,1,1135,1988,12,5.184538,4
13,1136,Office,79782,1,1137,1985,15,4.901905,4
13,1139,Office,336650,1,1140,1983,17,5.527179,4
13,1140,Education,156483,1,1141,2019,19,5.194467,4
13,1144,Office,152312,1,1145,1996,4,5.182734,4
13,1148,Office,861524,1,1149,1975,25,5.9352674,4
13,1149,Office,293990,1,1150,2011,11,5.468333,4
13,1150,Office,196043,1,1151,1999,1,5.2923512,4
13,1185,Office,129532,1,1186,1983,17,5.112377,4
13,1145,Industrial,35201,1,1146,2003,3,4.546555,4
13,1189,Office,98212,1,1190,1979,21,4.9921646,4
0,4,Education,116607,1,5,1982,18,5.066725,1
0,7,Education,121074,1,8,1996,4,5.0830507,1
0,11,Education,49073,1,12,1975,25,4.6908426,1
0,14,Education,86250,1,15,2020,20,4.935759,1
0,15,Office,83957,1,16,1981,19,4.924057,1
0,19,Office,18717,1,20,2011,11,4.2722363,1
0,25,Office,103286,1,26,1976,24,5.0140414,1
0,42,Other,226506,1,43,1975,25,5.3550797,2
0,44,Retail,283,1,45,1992,8,2.4517865,2
0,53,Office,87742,1,54,1978,22,4.9432077,2
0,60,Education,81576,1,61,2004,4,4.9115624,2
0,68,Parking,487433,1,69,2014,14,5.687915,2
0,75,Education,80942,1,76,2017,17,4.908174,2
0,76,Education,128887,1,77,2016,16,5.110209,2
0,83,Other,2070,1,84,2003,3,3.3159704,2
0,84,Office,4038,1,85,1993,7,3.6061664,2
0,91,Education,68094,1,92,2010,10,4.833109,2
0,94,Education,29469,1,95,1975,25,4.4693656,2
0,99,Office,2260,1,100,2023,23,3.3541083,2
2,163,Education,72102,1,164,1977,23,4.8579473,3
2,170,Retail,45224,1,171,1989,11,4.655369,3
2,171,Office,131797,1,172,1975,25,5.1199055,3
2,172,Office,121440,1,173,1990,10,5.0843616,3
2,175,Education,111635,1,176,1996,4,5.0478005,3
2,188,Office,23549,1,189,1948,52,4.3719726,3
2,191,Education,78268,1,192,1971,29,4.8935843,3
2,195,Office,9703,1,196,1947,53,3.986906,3
2,199,Parking,405083,1,200,2011,11,5.607544,3
2,201,Education,219608,1,202,1999,1,5.341648,3
2,208,Healthcare,36904,1,209,1941,59,4.5670733,3
2,210,Education,71248,1,211,2011,11,4.8527727,3
2,217,Education,282946,1,218,2010,10,5.4517035,3
2,226,Office,74180,1,227,1937,63,4.870287,3
2,231,Education,33739,1,232,1946,54,4.5281324,3
2,233,Education,25139,1,234,1977,23,4.400348,3
2,248,Education,24643,1,249,1989,11,4.3916936,3
2,260,Education,126985,1,261,1986,14,5.1037526,3
2,265,Office,118966,1,266,1995,5,5.075423,3
2,275,Office,70832,1,276,2021,21,4.8502297,3
2,276,Office,70837,1,277,2021,21,4.8502603,3
3,297,Education,66200,1,298,1957,43,4.820858,3
3,327,Education,99325,1,328,1934,66,4.9970584,3
3,331,Education,288800,1,332,1930,70,5.460597,3
3,335,Office,229000,1,336,2017,17,5.3598356,3
3,341,Education,158000,1,342,1966,34,5.198657,3
3,347,Education,75900,1,348,1981,19,4.880242,3
3,353,Education,99700,1,354,1962,38,4.9986954,3
3,355,Education,182500,1,356,1977,23,5.261263,3
3,365,Healthcare,819577,1,366,1929,71,5.91359,3
3,373,Education,46484,1,374,1939,61,4.6673036,3
3,380,Education,95100,1,381,1934,66,4.9781804,3
3,382,Education,47984,1,383,2009,9,4.6810966,3
3,387,Education,104200,1,388,2016,16,5.0178676,3
3,405,Education,82200,1,406,1923,77,4.9148717,3
3,407,Education,325217,1,408,2013,13,5.512173,3
3,443,Education,109000,1,444,1947,53,5.0374265,3
3,452,Education,155100,1,453,1938,62,5.190612,3
3,457,Education,79700,1,458,1939,61,4.9014583,3
3,471,Education,170000,1,472,1963,37,5.2304487,3
3,482,Education,394000,1,483,2020,20,5.595496,3
3,486,Education,86375,1,487,1910,90,4.936388,3
3,490,Education,98900,1,491,1968,32,4.9951963,3
3,495,Education,47500,1,496,1975,25,4.6766934,3
3,535,Healthcare,15000,1,536,2017,17,4.176091,3
3,537,Education,73200,1,538,1966,34,4.864511,3
3,540,Education,88300,1,541,1916,84,4.9459605,3
3,556,Healthcare,450000,1,557,2019,19,5.6532125,3
3,559,Education,48994,1,560,2022,22,4.690143,3
3,560,Office,340000,1,561,2017,17,5.531479,3
15,1327,Education,98125,1,1328,2018,18,4.99178,4
15,1328,Education,279840,1,1329,2015,15,5.44691,4
15,1330,Education,173983,1,1331,1993,7,5.2405066,4
15,1331,Education,171008,1,1332,1937,63,5.2330165,4
15,1333,Office,31316,1,1334,1920,80,4.495766,4
15,1337,Office,14744,1,1338,1917,83,4.1686153,4
15,1348,Education,131271,1,1349,2017,17,5.118169,4
15,1350,Education,149762,1,1351,2011,11,5.1754017,4
15,1359,Education,124289,1,1360,1911,89,5.094433,4
15,1361,Education,233863,1,1362,1928,72,5.3689613,4
15,1363,Office,157933,1,1364,1939,61,5.198473,4
15,1375,Office,115288,1,1376,1964,36,5.0617843,4
15,1377,Education,74599,1,1378,1991,9,4.872733,4
15,1378,Education,214505,1,1379,1997,3,5.3314376,4
15,1385,Education,124521,1,1386,1974,26,5.0952425,4
3,538,Religious,10000,1,539,2017,17,4.0,3
15,1411,Education,9111,1,1412,1965,35,3.959566,4
15,1433,Education,28084,1,1434,1920,80,4.448459,4
15,1439,Education,56497,1,1440,1964,36,4.7520256,4
15,1441,Education,30143,1,1442,1958,42,4.4791865,4
15,1443,Education,40311,1,1444,1920,80,4.6054235,4
13,1192,Office,43587,1,1193,2023,23,4.639357,4
13,1194,Office,35829,1,1195,1967,33,4.5542345,4
13,1195,Office,16472,1,1196,2018,18,4.2167463,4
13,1201,Education,73597,1,1202,1970,30,4.86686,4
13,1209,Healthcare,115788,1,1210,2012,12,5.0636635,4
13,1210,Office,92500,1,1211,1985,15,4.9661417,4
13,1216,Office,15269,1,1217,1970,30,4.1838107,4
14,1223,Office,52141,1,1224,1993,7,4.7171793,4
14,1225,Office,122746,1,1226,1970,30,5.0890074,4
14,1226,Education,27995,1,1227,2005,5,4.4470806,4
14,1227,Education,76903,1,1228,1985,15,4.8859434,4
14,1230,Office,22524,1,1231,2002,2,4.3526454,4
14,1232,Education,181328,1,1233,2012,12,5.258465,4
14,1237,Office,42755,1,1238,1994,6,4.6309867,4
14,1252,Education,116249,1,1253,2020,20,5.065389,4
14,1253,Education,134748,1,1254,2004,4,5.1295223,4
14,1256,Office,37917,1,1257,1997,3,4.578834,4
14,1257,Office,61274,1,1258,1977,23,4.7872763,4
14,1274,Office,17077,1,1275,1972,28,4.2324114,4
14,1276,Office,53860,1,1277,2002,2,4.7312665,4
14,1282,Healthcare,12500,1,1283,1987,13,4.09691,4
14,1284,Education,442438,1,1285,1988,12,5.6458526,4
14,1285,Healthcare,130067,1,1286,2005,5,5.114167,4
14,1287,Education,60582,1,1288,1980,20,4.7823434,4
14,1289,Education,194441,1,1290,1969,31,5.288788,4
14,1290,Education,200442,1,1291,1984,16,5.3019886,4
14,1294,Office,15649,1,1295,1995,5,4.1944866,4
14,1296,Office,8836,1,1297,1983,17,3.9462557,4
14,1299,Education,25401,1,1300,1997,3,4.404851,4
14,1300,Healthcare,25609,1,1301,1980,20,4.4083924,4
14,1302,Office,90411,1,1303,1992,8,4.956221,4
14,1314,Education,73813,1,1315,1970,30,4.868133,4
14,1293,Office,51471,1,1294,2021,21,4.7115626,4
15,1353,Religious,22201,1,1354,2008,8,4.3463726,4
14,1280,Residential,79900,1,1281,2013,13,4.902547,4
15,1395,Residential,98624,1,1396,1967,33,4.993983,4
14,1316,Entertainment,49975,1,1317,1972,28,4.698753,4
14,1320,Entertainment,34565,1,1321,2000,0,4.5386367,4
14,1322,Entertainment,166489,1,1323,2011,11,5.2213855,4
